
> lint@1.2.0 lint:spell
> cspell -c ${LINTER_PATH}.cspell.json './src/**/*.{js,ts}'
/mnt/disk273/doc/coding/linters-article/src/providers/index.ts:29:62 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/index.ts:30:48 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/invoice/invoice.ts:11:5 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/invoice/invoice.ts:14:5 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/invoice/invoice.ts:28:22 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/invoice/invoice.ts:40:32 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/invoice/invoice.ts:45:32 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/language/language.ts:34:14 - Unknown word (Polski)
/mnt/disk273/doc/coding/linters-article/src/providers/language/language.ts:52:14 - Unknown word (Pусский)
/mnt/disk273/doc/coding/linters-article/src/providers/language/language.ts:56:14 - Unknown word (Português)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:38:3 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:38:35 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:87:3 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:87:40 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:88:3 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:88:36 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:89:3 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:89:35 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:96:3 - Unknown word (CUSTOMTOKENSDATA)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:97:3 - Unknown word (CUSTOMTOKENSOPTS)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:225:17 - Unknown word (Firebased)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:611:6 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:612:34 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:615:6 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:626:20 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:641:9 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:642:20 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:1051:34 - Unknown word (CUSTOMTOKENSDATA)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:1055:34 - Unknown word (CUSTOMTOKENSDATA)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:1059:34 - Unknown word (CUSTOMTOKENSOPTS)
/mnt/disk273/doc/coding/linters-article/src/providers/persistence/persistence.ts:1063:34 - Unknown word (CUSTOMTOKENSOPTS)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:39:7 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:39:19 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:75:7 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:75:19 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:106:7 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:292:9 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:295:8 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:298:8 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:1272:64 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:1277:37 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:1291:64 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.spec.ts:1296:37 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.ts:335:12 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.ts:335:43 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.ts:597:16 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.ts:598:20 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.ts:599:47 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.ts:601:20 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.ts:1312:12 - Unknown word (NONAGREEDDISCLAIMER)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.ts:1596:46 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/profile/profile.ts:1682:48 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/push-notifications/push-notifications.ts:19:18 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/push-notifications/push-notifications.ts:77:34 - Unknown word (offersandpromotions)
/mnt/disk273/doc/coding/linters-article/src/providers/push-notifications/push-notifications.ts:188:32 - Unknown word (offersandpromotions)
/mnt/disk273/doc/coding/linters-article/src/providers/push-notifications/push-notifications.ts:303:19 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/rate/rate.ts:107:40 - Unknown word (fiatrates)
/mnt/disk273/doc/coding/linters-article/src/providers/rate/rate.ts:224:38 - Unknown word (fiatrates)
/mnt/disk273/doc/coding/linters-article/src/providers/rate/rate.ts:262:28 - Unknown word (fiatrates)
/mnt/disk273/doc/coding/linters-article/src/providers/tx-format/tx-format.spec.ts:44:10 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/tx-format/tx-format.ts:26:11 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/tx-format/tx-format.ts:40:10 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/tx-format/tx-format.ts:40:44 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/tx-format/tx-format.ts:44:17 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/tx-format/tx-format.ts:48:35 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet-connect/wallet-connect.ts:3:29 - Unknown word (walletconnect)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet-connect/wallet-connect.ts:4:38 - Unknown word (walletconnect)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet-connect/wallet-connect.ts:74:11 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet-connect/wallet-connect.ts:74:41 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet-connect/wallet-connect.ts:75:23 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet-connect/wallet-connect.ts:85:11 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet-connect/wallet-connect.ts:85:41 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet-connect/wallet-connect.ts:86:23 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.spec.ts:180:11 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.spec.ts:180:23 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.spec.ts:185:11 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.spec.ts:189:15 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.spec.ts:189:38 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.spec.ts:335:10 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.spec.ts:1212:23 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.spec.ts:1216:33 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:105:23 - Unknown word (SEQNUMBER)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:171:13 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:171:34 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:1026:53 - Unknown word (SEQNUMBER)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:1492:18 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:1899:14 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:1902:13 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:1904:11 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:1908:25 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:1908:41 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/wallet/wallet.ts:1920:53 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/test.ts:88:49 - Unknown word (bitpay)
